ID,Name,Price,Brand,Model,Year,Kilometers,Gearbox,Fuel,Status,CC,Seating Capacity
12702692,2018 Mazda CX-5 Maxx Sport (4X2) MY18 (KF Series 2),26990,Mazda,CX-5,2018,150339,Automatic,Unleaded Petrol, Used,1997,5
12702705,2018 Ford Ranger Raptor 2.0 (4X4) PX Mkiii MY19,65995,Ford,Ranger,2018,121096,Automatic,Diesel, Used,1996,5
12702758,2018 Ford Mustang Fastback Bullitt FN,86490,Ford,Mustang,2018,14227,Manual,Premium Unleaded Petrol, Used,4950,4
12702759,2020 Skoda Scala 110 TSI Launch Edition MY21,32980,Skoda,Scala,2020,11335,Automatic,Premium Unleaded Petrol, Used,1498,5
12702761,2022 Volkswagen Touareg 210TDI Elegance CR MY22,113878,Volkswagen,Touareg,2022,11111,Automatic,Diesel, Used,2967,5
12702828,2012 Kia RIO S UB MY13,9930,Kia,RIO,2012,81752,Manual,Unleaded Petrol, Used,1396,5
12702866,2015 Hyundai Iload Crew TQ MY15,29999,Hyundai,Iload,2015,159631,Automatic,Diesel, Used,2497,6
12702874,2011 Land Rover Range Rover Sport 3.0 TDV6 Autobiography MY11,41990,Land Rover,Range Rover Sport,2011,122086,Automatic,Diesel, Used,2993,5
12702882,2011 Mini Cooper S R56 MY11,14980,Mini,Cooper,2011,119719,Manual,Premium Unleaded Petrol, Used,1598,4
12702884,2016 Subaru Forester 2.5I-S MY16,32980,Subaru,Forester,2016,51839,Automatic,Unleaded Petrol, Used,2498,5
12702892,2017 Toyota Camry Altise ASV50R MY16,28000,Toyota,Camry,2017,68423,Automatic,Unleaded Petrol, Used,2494,5
12702944,2018 Holden Commodore LT ZB,24500,Holden,Commodore,2018,102824,Automatic,Premium Unleaded Petrol, Used,1998,5
12702984,2016 Holden Colorado LS (4X4) RG MY16,36880,Holden,Colorado,2016,177340,Automatic,Diesel, Used,2776,5
12702997,2019 Audi Q5 45 Tfsi Quattro Sport FY MY19,64880,Audi,Q5,2019,24990,Automatic,Premium Unleaded Petrol, Used,1984,5
12703005,2019 Hyundai Tucson Highlander (awd) Black INT TL3 MY20,44888,Hyundai,Tucson,2019,39314,Automatic,Diesel, Used,1995,5
12703058,2013 Toyota RAV4 GX (4X4) ALA49R,21800,Toyota,RAV4,2013,122273,Automatic,Diesel, Used,2231,5
12703061,2017 Toyota Hilux SR (4X4) GUN126R,49490,Toyota,Hilux,2017,79015,Automatic,Diesel, Used,2753,5
12703073,2016 Holden Commodore SS-V Redline VF II,55000,Holden,Commodore,2016,90000,Manual,Premium Unleaded Petrol, Used,6200,5
12703100,2020 Toyota Yaris Cross Urban Hybrid Mxpj10R,44990,Toyota,Yaris Cross,2020,13968,Automatic,Unleaded Petrol/Electric, Used,1490,5
12703115,2022 Hyundai Kona N Line Premium SRF (awd) Os.v4 MY22,42999,Hyundai,Kona,2022,6900,Automatic,Unleaded Petrol, Used,1598,5
12703125,2016 Toyota Kluger GX (4X2) GSU50R,38800,Toyota,Kluger,2016,76900,Automatic,Unleaded Petrol, Used,3456,7
12703164,2007 Toyota Landcruiser Prado GXL (4X4) GRJ120R MY07,18500,Toyota,Landcruiser Prado,2007,237500,Automatic,Unleaded Petrol, Used,3955,8
12703178,2015 Volkswagen Amarok TDI420 Core Edition (4X4) 2H MY15,25500,Volkswagen,Amarok,2015,189000,Automatic,Diesel, Used,1968,5
12703181,2015 Subaru WRX Premium (awd) MY15,34999,Subaru,WRX,2015,116000,Manual,Premium Unleaded Petrol, Used,1998,5
12703211,2008 Land Rover Discovery 3 SE MY08,13990,Land Rover,Discovery 3,2008,219855,Automatic,Premium Unleaded Petrol, Used,4009,5
12703213,2009 Nissan Murano TI Z51,16999,Nissan,Murano,2009,66090,Automatic,Unleaded Petrol, Used,3498,5
12703215,2018 Mitsubishi Triton GLX (4X4) MR MY19,39750,Mitsubishi,Triton,2018,46101,Automatic,Diesel, Used,2440,5
12703219,2010 Holden Commodore SV6 VE II,12500,Holden,Commodore,2010,225000,Automatic,Unleaded Petrol, Used,3565,2
12703220,2015 Subaru XV 2.0I-S MY15,21750,Subaru,XV,2015,113141,Automatic,Unleaded Petrol, Used,1995,5
12703224,2015 Volkswagen Amarok TDI420 Ultimate (4X4) 2H MY15,38990,Volkswagen,Amarok,2015,76861,Automatic,Diesel, Used,1968,5
12703232,2016 Holden Trax LS TJ MY16,14990,Holden,Trax,2016,113420,Automatic,Unleaded Petrol, Used,1796,5
12703234,2016 Holden Colorado 7 Trailblazer (4X4) RG MY16,32750,Holden,Colorado 7,2016,148740,Automatic,Diesel, Used,2776,7
12703236,2007 Toyota Landcruiser Prado GXL (4X4) GRJ120R MY07,24000,Toyota,Landcruiser Prado,2007,244000,Automatic,Unleaded Petrol, Used,3955,8
12703249,2016 Infiniti Q50 2.0T GT V37,25000,Infiniti,Q50,2016,65000,Automatic,Premium Unleaded Petrol, Used,1991,5
12703280,2015 Ford Territory TS (rwd) SZ MK2,22000,Ford,Territory,2015,162000,Automatic,Diesel, Used,2720,7
12703285,2009 Ford Ranger XL (4X4) PK,10000,Ford,Ranger,2009,288000,Manual,Diesel, Used,2953,2
12703293,2004 Holden Commodore Executive VZ,4990,Holden,Commodore,2004,193000,Automatic,Unleaded Petrol, Used,3565,5
12703301,2014 Ford Territory Titanium (4X4) SZ,13888,Ford,Territory,2014,258048,Automatic,Diesel, Used,2720,7
12703317,2010 Holden Commodore SS VE II,17000,Holden,Commodore,2010,207141,Automatic,Unleaded Petrol, Used,5967,2
12703318,2010 Mercedes-Benz C63 AMG W204,67000,Mercedes-Benz,C63,2010,69000,Automatic,Premium Unleaded Petrol, Used,6208,5
12703333,2004 Mercedes-Benz CLK320 Avantgarde A209,18000,Mercedes-Benz,CLK320,2004,115000,Automatic,Premium Unleaded Petrol, Used,3199,4
12703350,2017 Mercedes-Benz A45 AMG 176 MY17,69990,Mercedes-Benz,A45,2017,36000,Automatic,Premium Unleaded Petrol, Used,1991,5
12703352,2013 Mitsubishi Triton GLX (4X4) MN MY13,22000,Mitsubishi,Triton,2013,251000,Manual,Diesel, Used,2477,5
12703375,2017 Toyota Kluger GX (4X2) GSU50R MY17,35888,Toyota,Kluger,2017,95489,Automatic,Unleaded Petrol, Used,3456,7
12703377,2018 Nissan X-Trail ST (2WD) T32 Series 2,29490,Nissan,X-Trail,2018,62365,Automatic,Unleaded Petrol, Used,2488,5
12703387,2021 Toyota Hilux Rogue (4X4) GUN126R Facelift,74777,Toyota,Hilux,2021,35590,Automatic,Diesel, Used,2753,5
12703396,2009 BMW 320I Touring Executive E91 MY09,10900,BMW,320I,2009,141837,Automatic,Premium Unleaded Petrol, Used,1995,5
12703405,2017 Toyota Hilux SR (4X4) GUN126R,35990,Toyota,Hilux,2017,217360,Automatic,Diesel, Used,2753,2
12703425,2016 Audi A3 1.4 Tfsi COD 8V MY17,31500,Audi,A3,2016,43000,Automatic,Premium Unleaded Petrol, Used,1395,5
12703428,2016 Kia Carnival SLI YP MY16 Update,39999,Kia,Carnival,2016,93000,Automatic,Diesel, Used,2199,8
12703437,2009 Mercedes-Benz C200 Kompressor Classic W204,11888,Mercedes-Benz,C200,2009,148370,Automatic,Premium Unleaded Petrol, Used,1796,5
12703457,2015 Mitsubishi Triton GLX (4X4) MQ MY16,27000,Mitsubishi,Triton,2015,123132,Manual,Diesel, Used,2440,5
12703466,2016 Holden Captiva 7 LS (fwd) CG MY16,15500,Holden,Captiva,2016,76150,Automatic,Unleaded Petrol, Used,2384,7
12703469,1997 Mitsubishi Triton GLX MK,6000,Mitsubishi,Triton,1997,430693,Manual,Diesel, Used,2835,3
12703475,2007 Ford Ranger XL (4X4) PJ,14500,Ford,Ranger,2007,162864,Manual,Diesel, Used,2953,2
12703483,2011 Mazda CX-9 Classic (fwd) 10 Upgrade,13500,Mazda,CX-9,2011,168039,Automatic,Unleaded Petrol, Used,3726,7
12703571,2016 Audi Q3 1.4 Tfsi (110KW) 8U MY17,29900,Audi,Q3,2016,108000,Automatic,Premium Unleaded Petrol, Used,1395,5
12703580,2010 Ssangyong Rexton RX270 XVT SPR II Y200 MY08,24500,Ssangyong,Rexton,2010,210000,Automatic,Diesel, Used,2696,7
12703583,2010 Honda Civic VTI MY09,7490,Honda,Civic,2010,90100,Manual,Unleaded Petrol, Used,1799,5
12703614,2017 Nissan Navara ST (4X4) D23 Series II,37500,Nissan,Navara,2017,131236,Automatic,Diesel, Used,2298,5
12703630,2010 Holden Commodore SV6 VE II,13000,Holden,Commodore,2010,248,Automatic,Unleaded Petrol, Used,3565,2
12703643,2019 Volkswagen Touareg Launch Edition MY20,76500,Volkswagen,Touareg,2019,99200,Automatic,Diesel, Used,2967,5
12703658,2019 Toyota Kluger GX (4X2) GSU50R,40990,Toyota,Kluger,2019,85159,Automatic,Unleaded Petrol, Used,3456,7
12703659,2022 Mercedes-Benz GLC 300 4Matic X253 MY22,98868,Mercedes-Benz,GLC,2022,7735,Automatic,Premium Unleaded Petrol, Used,1991,5
12703694,2022 BMW X5 Xdrive30D G05,149990,BMW,X5,2022,1587,Automatic,Diesel, Demo,2993,5
12703705,2015 Ford Ranger XL 2.2 HI-Rider (4X2) PX Mkii,25990,Ford,Ranger,2015,189098,Automatic,Diesel, Used,2198,5
12703766,2017 Holden Captiva 7 LT (awd) CG MY17,16990,Holden,Captiva,2017,141999,Automatic,Unleaded Petrol, Used,2997,7
12703817,2018 Volkswagen Golf R AU MY19,49990,Volkswagen,Golf,2018,56476,Automatic,Premium Unleaded Petrol, Used,1984,5
12703840,2014 Toyota Landcruiser GXL (4X4) VDJ200R MY13,73990,Toyota,Landcruiser,2014,177090,Automatic,Diesel, Used,4461,8
12703967,2009 Peugeot Partner 1.6 HDI B9P,9800,Peugeot,Partner,2009,219670,Manual,Diesel, Used,1560,2
12703980,2019 Jeep Wrangler Unlimited Sport S (4X4) JL MY19,71282,Jeep,Wrangler Unlimited,2019,29900,Automatic,Unleaded Petrol, Used,3604,5
12703986,2011 Toyota Camry Sportivo ACV40R 09 Upgrade,13990,Toyota,Camry,2011,205438,Automatic,Unleaded Petrol, Used,2362,5
12703992,2016 Mitsubishi ASX XLS (4WD) XC MY17,23998,Mitsubishi,ASX,2016,91335,Automatic,Diesel, Used,2268,5
12703993,2019 Mitsubishi ASX LS (2WD) XC MY19,21998,Mitsubishi,ASX,2019,98672,Automatic,Unleaded Petrol, Used,1998,5
12704013,2019 Volkswagen Golf GTI AU MY19,44990,Volkswagen,Golf,2019,52244,Automatic,Premium Unleaded Petrol, Used,1984,5
12704026,2013 Nissan Pathfinder ST-L (4X2) R52,25900,Nissan,Pathfinder,2013,144612,Automatic,Premium Unleaded Petrol, Used,3498,7
12704032,1997 Holden Commodore S Vsii,8900,Holden,Commodore,1997,280000,Manual,Unleaded Petrol, Used,4987,3
12704073,2008 Honda Accord VTI 50,2400,Honda,Accord,2008,184549,Automatic,Unleaded Petrol, Used,2354,5
12704080,2012 Toyota Hilux SR KUN16R MY12,19990,Toyota,Hilux,2012,251021,Manual,Diesel, Used,2982,4
12704105,2021 Chevrolet Silverado 1500 LTZ Premium Tech Pack MY21,129990,Chevrolet,Silverado,2021,27406,Automatic,Unleaded Petrol, Used,6162,5
12704124,2017 Audi S4 3.0 Tfsi Quattro B9 MY17,58800,Audi,S4,2017,84260,Automatic,Premium Unleaded Petrol, Used,2995,5
12704133,2019 Nissan 370Z (5YR) Z34 MY18,54988,Nissan,370Z,2019,27208,Automatic,Premium Unleaded Petrol, Used,3696,2
12704138,2001 Holden Commodore SS VU,16990,Holden,Commodore,2001,286784,Automatic,Unleaded Petrol, Used,5665,2
12704154,2013 Mitsubishi Triton GLX MN MY13,18590,Mitsubishi,Triton,2013,274088,Automatic,Diesel, Used,2477,5
12704172,2018 Mitsubishi Pajero GLX LWB (4X4) 7 Seat NX MY19,45990,Mitsubishi,Pajero,2018,106138,Automatic,Diesel, Used,3200,7
12704197,2019 Subaru Forester 2.0E-L Hybrid (awd) MY20,38670,Subaru,Forester,2019,59923,Automatic,Unleaded Petrol/Electric, Used,1995,5
12704208,2011 Nissan Navara ST-R (4X4) D22 Series 5,22990,Nissan,Navara,2011,127169,Manual,Diesel, Used,2488,5
12704210,2022 Nissan X-Trail TI (4WD) T32 MY22,47500,Nissan,X-Trail,2022,4024,Automatic,Unleaded Petrol, Used,2488,5
12704233,2007 Toyota Corolla Ascent ZRE152R,7290,Toyota,Corolla,2007,195000,Automatic,Unleaded Petrol, Used,1798,5
12704275,2018 Subaru Liberty 2.5I Premium MY18,35990,Subaru,Liberty,2018,43328,Automatic,Unleaded Petrol, Used,2498,5
12704283,2016 Audi RS Q3 2.5 Tfsi Quattro 8U MY15,57990,Audi,RS Q3,2016,66369,Automatic,Premium Unleaded Petrol, Used,2480,5
12704296,2016 Audi TT S 2.0 Tfsi Quattro FV,54882,Audi,TT,2016,55714,Automatic,Premium Unleaded Petrol, Used,1984,4
12704297,2015 Subaru WRX STI MY15,39992,Subaru,WRX,2015,82569,Manual,Premium Unleaded Petrol, Used,2457,5
12704309,2017 Hyundai Veloster SR Turbo FS5 Series 2 MY16,29990,Hyundai,Veloster,2017,70025,Automatic,Unleaded Petrol, Used,1591,4
12704311,2016 Mitsubishi Pajero Exceed LWB (4X4) NX MY16,44990,Mitsubishi,Pajero,2016,155383,Automatic,Diesel, Used,3200,7
12704318,2013 Nissan Patrol ST (4X4) GU Series 9,39990,Nissan,Patrol,2013,66931,Manual,Diesel, Used,2953,7
12704335,2015 Volkswagen Touareg 150 TDI Element 7P MY16,40990,Volkswagen,Touareg,2015,85343,Automatic,Diesel, Used,2967,5
12704336,2019 Ford Escape Trend (awd) ZG MY19.25,29990,Ford,Escape,2019,87822,Automatic,Diesel, Used,1998,5
12704341,2019 Ford Escape Trend (awd) ZG MY19.25,29990,Ford,Escape,2019,92310,Automatic,Diesel, Used,1998,5
12704410,2020 Jaguar E-Pace D180 Chequered FLG AWD (132KW) X540 MY20,77990,Jaguar,E-Pace,2020,10981,Automatic,Diesel, Used,1999,5
12704490,2015 Ford Mustang Fastback GT 5.0 V8 FM,52990,Ford,Mustang,2015,53321,Manual,Premium Unleaded Petrol, Used,4950,4
12704625,2017 Nissan Navara ST (4X2) D23 Series II,28500,Nissan,Navara,2017,202730,Automatic,Diesel, Used,2298,5
12704630,2012 Porsche Cayenne Diesel Series 2 MY13,48000,Porsche,Cayenne,2012,103000,Automatic,Diesel, Used,2967,5
12704675,2010 Skoda Octavia 118 TSI 1Z MY11,12990,Skoda,Octavia,2010,178343,Automatic,Premium Unleaded Petrol, Used,1798,5
12704713,2012 Ford Ranger XL 2.2 (4X2) PX,16950,Ford,Ranger,2012,161683,Manual,Diesel, Used,2198,2
12704753,2014 Mercedes-Benz A180 BE 176,22000,Mercedes-Benz,A180,2014,100000,Automatic,Premium Unleaded Petrol, Used,1595,5
12704787,2011 Holden Commodore Berlina International VE II,11990,Holden,Commodore,2011,224690,Automatic,Unleaded Petrol, Used,2997,5
12704826,2015 Mitsubishi Challenger (4X4) PC MY14,19900,Mitsubishi,Challenger,2015,270000,Manual,Diesel, Used,2477,5
12704891,2016 Ford Ranger XLS 3.2 (4X4) PX Mkii,41488,Ford,Ranger,2016,94555,Automatic,Diesel, Used,3198,5
12704934,2016 Ford Ranger XL 3.2 (4X4) PX Mkii,32990,Ford,Ranger,2016,163150,Automatic,Diesel, Used,3198,2
12704943,2019 Volkswagen Transporter TDI 340 LWB LOW T6 MY19,37980,Volkswagen,Transporter,2019,171000,Automatic,Diesel, Used,1968,2
12704955,2009 Skoda Octavia RS 1Z,10999,Skoda,Octavia,2009,158208,Manual,Premium Unleaded Petrol, New In Stock,1984,5
12704962,2016 Audi Q3 2.0 Tfsi Sport Quattro (132KW) 8U MY16,29995,Audi,Q3,2016,102682,Automatic,Premium Unleaded Petrol, Used,1984,5
12704967,2018 Mitsubishi Pajero Sport GLS (4X4) 7 Seat MY18,44888,Mitsubishi,Pajero Sport,2018,59271,Automatic,Diesel, Used,2442,7
12704976,2012 Nissan Navara RX (4X2) D40 MY11,12995,Nissan,Navara,2012,248839,Manual,Diesel, Used,2488,5
12705063,2011 Mazda 6 Classic GH MY10,10000,Mazda,6,2011,210000,Automatic,Unleaded Petrol, Used,2488,5
12705085,2017 Land Rover Discovery Sport TD4 150 SE 5 Seat LC MY17,38590,Land Rover,Discovery Sport,2017,110760,Automatic,Diesel, Used,1999,5
12705086,2018 Holden Colorado LS (4X4) RG MY18,39990,Holden,Colorado,2018,71432,Automatic,Diesel, Used,2776,5
12705087,2014 Toyota Hilux SR5 (4X4) KUN26R MY14,37000,Toyota,Hilux,2014,187337,Automatic,Diesel, Used,2982,5
12705096,2015 Mercedes-Benz C200 D 205 MY16,39990,Mercedes-Benz,C200,2015,111500,Automatic,Diesel, Used,1598,5
12705113,2016 Volkswagen Tiguan 132 TSI Comfortline 5NA,34888,Volkswagen,Tiguan,2016,80683,Automatic,Premium Unleaded Petrol, Used,1984,5
12705140,2012 Ford Territory TS (rwd) SZ,21990,Ford,Territory,2012,194703,Automatic,Diesel, Used,2720,7
12705156,2015 Lexus RX450H Sports Luxury Hybrid GYL25R,56990,Lexus,RX450H,2015,131400,Automatic,Premium Unleaded/Electric, Used,3456,5
12705175,2018 Kia Sorento GT-Line (4X4) UM MY18,42990,Kia,Sorento,2018,115061,Automatic,Diesel, Used,2199,7
12705186,2019 Lexus UX200 Sports Luxury +EP Mzaa10R MY19,48990,Lexus,UX200,2019,53947,Automatic,Unleaded Petrol, Used,1987,5
12705193,2022 Jeep Gladiator Night Eagle (4X4) JT MY22,73980,Jeep,Gladiator,2022,22,Automatic,Unleaded Petrol, New In Stock,3604,5
12705198,2009 Holden Commodore SS-V SE VE MY10,39990,Holden,Commodore,2009,135583,Manual,Premium Unleaded Petrol, Used,5967,5
12705242,2015 Lexus RC350 F Sport GSC10R MY16,48888,Lexus,RC350,2015,60000,Automatic,Premium Unleaded Petrol, Used,3456,4
12705243,2015 Mercedes-Benz GLA250 4Matic X156 MY15,34888,Mercedes-Benz,GLA250,2015,78561,Automatic,Premium Unleaded Petrol, Used,1991,5
12705248,2019 Honda Jazz VTI GK MY20,22470,Honda,Jazz,2019,56711,Automatic,Unleaded Petrol, Used,1497,5
12705252,2019 Toyota Hilux SR5 (4X4) GUN126R MY19 Upgrade,59990,Toyota,Hilux,2019,119986,Manual,Diesel, Used,2753,5
12705253,2019 Toyota Camry Ascent Sport ASV70R,34990,Toyota,Camry,2019,32151,Automatic,Unleaded Petrol, Used,2494,5
12705297,2013 Volkswagen Polo GTI 6R MY13,25000,Volkswagen,Polo,2013,65000,Automatic,Premium Unleaded Petrol, Used,1390,5
12705300,2005 Holden Astra Convertible TS,3400,Holden,Astra,2005,170978,Manual,Premium Unleaded Petrol, Used,2198,4
12705314,2007 Mitsubishi Triton GLX-R (4X4) ML,7500,Mitsubishi,Triton,2007,294000,Manual,Unleaded Petrol, Used,3497,5
12705315,2003 Toyota Camry Altise ACV36R,4200,Toyota,Camry,2003,161000,Automatic,Unleaded Petrol, Used,2362,5
12705318,2011 Mitsubishi Triton GLX-R (4X4) MN MY11,14000,Mitsubishi,Triton,2011,264000,Automatic,Diesel, Used,2477,5
12705347,2012 Kia Rondo SLI UN MY11,12495,Kia,Rondo,2012,153204,Automatic,Unleaded Petrol, Used,1998,7
12705358,2021 MG MG3 Auto Core (with Navigation) SZP1 MY21,14300,MG,MG3 Auto,2021,25400,Automatic,Premium Unleaded Petrol, Used,1498,5
12705427,2014 Mitsubishi Triton GLX (4X4) MN MY14 Update,21000,Mitsubishi,Triton,2014,190780,Automatic,Diesel, Used,2477,5
12705433,2011 Mercedes-Benz E63 AMG 212,80000,Mercedes-Benz,E63,2011,79000,Automatic,Premium Unleaded Petrol, Used,6208,5
12705465,2021 Toyota Landcruiser LC200 VX (4X4) VDJ200R,162500,Toyota,Landcruiser,2021,24970,Automatic,Diesel, Used,4461,7
12705471,2016 Holden Captiva Active 5 Seater CG MY17,14990,Holden,Captiva,2016,235392,Automatic,Unleaded Petrol, Used,2384,5
12705490,2009 Holden Commodore SV6 VE MY09.5,14995,Holden,Commodore,2009,122054,Manual,Unleaded Petrol, Used,3565,5
12705551,2015 Ford Ranger XLT 3.2 (4X4) PX Mkii,29995,Ford,Ranger,2015,210123,Automatic,Diesel, Used,3198,5
12705556,2013 Toyota RAV4 GX (2WD) ZSA42R,20880,Toyota,RAV4,2013,102000,Manual,Unleaded Petrol, Used,1987,5
12705576,2021 Toyota C-HR GR-S (2WD) TWO Tone Hybrid ZYX10R,52990,Toyota,C-HR,2021,11798,Automatic,Unleaded Petrol/Electric, Used,1798,5
12705577,2018 Toyota Corolla Ascent Sport (hybrid) ZWE211R,31490,Toyota,Corolla,2018,65870,Automatic,Unleaded Petrol/Electric, Used,1798,5
12705578,2020 LDV T60 Trailrider 2 (4X4) D20 SKC8 MY20,40990,LDV,T60,2020,36095,Automatic,Diesel, Used,1996,5
12705580,2015 Ford Falcon XR8 FG X,59490,Ford,Falcon,2015,47735,Automatic,Unleaded Petrol, Used,4950,5
12705602,2017 Kia Sportage SI (awd) QL MY17,22350,Kia,Sportage,2017,174062,Automatic,Diesel, Used,1995,5
12705613,2003 Honda CR-V (4X4) Sport MY03,3400,Honda,CR-V,2003,220000,Automatic,Unleaded Petrol, Used,2354,5
12705624,2018 Hyundai Sonata Premium LF4 MY18,34890,Hyundai,Sonata,2018,32352,Automatic,Unleaded Petrol, Used,1998,5
12705626,2012 Peugeot 207 XR MY11,5990,Peugeot,207,2012,142000,Manual,Unleaded Petrol, Used,1360,5
12705627,2018 Nissan Navara SL (4X4) D23 Series II,40000,Nissan,Navara,2018,91000,Automatic,Diesel, Used,2298,5
12705648,2020 Ford Everest Titanium (4WD 7 Seat) UA II MY20.25,66500,Ford,Everest,2020,21800,Automatic,Diesel, Used,1996,7
12705772,2022 Mazda BT-50 XS (4X2) B19C,41300,Mazda,BT-50,2022,9,Automatic,Diesel, New In Stock,1898,2
12705790,2014 Jeep Grand Cherokee Laredo (4X4) WK MY14,24995,Jeep,Grand Cherokee,2014,168310,Automatic,Diesel, Used,2987,5
12705807,2014 Hyundai Elantra Elite MD Series 2 (MD3),14990,Hyundai,Elantra,2014,111527,Automatic,Unleaded Petrol, Used,1796,5
12705824,2015 Suzuki Vitara RT-S LY,17990,Suzuki,Vitara,2015,113843,Automatic,Unleaded Petrol, Used,1586,5
12705825,2018 Volkswagen Golf 110 TSI Trendline AU MY18,21990,Volkswagen,Golf,2018,73131,Automatic,Premium Unleaded Petrol, Used,1395,5
12705829,2020 Mitsubishi ASX ES Adas ( 2WD) XD MY20,27990,Mitsubishi,ASX,2020,41950,Automatic,Unleaded Petrol, Used,1999,5
12705831,2019 Toyota Camry Ascent (hybrid) Axvh71R MY19,35990,Toyota,Camry,2019,70658,Automatic,Premium Unleaded/Electric, Used,2494,5
12705844,2017 Toyota Hilux SR (4X4) GUN126R,46990,Toyota,Hilux,2017,141290,Automatic,Diesel, Used,2753,5
12705845,2017 Ford Ranger XLS 3.2 (4X4) PX Mkii MY18,41990,Ford,Ranger,2017,159098,Automatic,Diesel, Used,3198,5
12705846,2017 Isuzu D-MAX SX HI-Ride (4X4) TF MY17,46990,Isuzu,D-MAX,2017,51580,Automatic,Diesel, Used,2999,5
12705859,2014 Mercedes-Benz C200 Avantgarde W204 MY14,29888,Mercedes-Benz,C200,2014,61423,Automatic,Premium Unleaded Petrol, Used,1796,5
12705881,2016 Nissan Navara RX (4X4) NP300 D23,32500,Nissan,Navara,2016,144573,Manual,Diesel, Used,2298,5
12705896,2018 Mazda CX-5 GT (4X4) MY17.5 (KF Series 2),34990,Mazda,CX-5,2018,97516,Automatic,Diesel, Used,2191,5
12705903,2019 Isuzu D-MAX SX LOW-Ride (4X2) TF MY19,31888,Isuzu,D-MAX,2019,44230,Manual,Diesel, Used,2999,2
12705913,2017 Mercedes-Benz CLA45 4Matic 117 MY18,69919,Mercedes-Benz,CLA45,2017,87872,Automatic,Premium Unleaded Petrol, Used,1991,5
12705924,2019 Toyota Hilux Workmate GUN122R MY19,38950,Toyota,Hilux,2019,44309,Manual,Diesel, Used,2393,2
12705959,2016 Lexus NX200T F Sport (awd) AGZ15R,38900,Lexus,NX200T,2016,135000,Automatic,Premium Unleaded Petrol, Used,1998,5
12705966,2020 Ford Ranger Raptor 2.0 (4X4) PX Mkiii MY20.75,77980,Ford,Ranger,2020,51923,Automatic,Diesel, Used,1996,5
12705968,2016 HSV Clubsport R8 LSA GEN F2,120960,HSV,Clubsport,2016,23250,Manual,Premium Unleaded Petrol, Used,6200,5
12705969,2016 Holden Colorado LTZ (4X4) RG MY17,47990,Holden,Colorado,2016,97024,Automatic,Diesel, Used,2776,5
12705970,2021 Land Rover Range Rover Sport DI6 HSE Dynamic (221KW) L494 MY21.5,173980,Land Rover,Range Rover Sport,2021,44150,Automatic,Diesel/Electric, Used,2997,5
12705991,2017 Toyota RAV4 GXL (4X4) ALA49R MY18,32500,Toyota,RAV4,2017,107987,Automatic,Diesel, Used,2231,5
12705995,2018 Nissan Navara ST (4X4) D23 Series III MY18,45490,Nissan,Navara,2018,74214,Manual,Diesel, Used,2298,5
12706012,2021 Toyota Hilux SR5 (4X4) GUN126R,68000,Toyota,Hilux,2021,26000,Manual,Diesel, Used,2753,5
12706032,2006 Mitsubishi 380 ES DB Series II,9990,Mitsubishi,380,2006,158059,Automatic,Unleaded Petrol, Used,3828,5
12706056,2012 Mercedes-Benz C250 Avantgarde BE W204 MY12,25779,Mercedes-Benz,C250,2012,72253,Automatic,Premium Unleaded Petrol, Used,1796,5
12706070,2010 Ford Falcon (LPG) FG,12995,Ford,Falcon,2010,202895,Automatic,Liquid Petroleum Gas, Used,3984,2
12706076,2018 Kia Sportage SI Premium (fwd) QL MY19,27990,Kia,Sportage,2018,75292,Automatic,Unleaded Petrol, Used,1999,5
12706088,2014 Mazda CX-9 Luxury MY14,31000,Mazda,CX-9,2014,89700,Automatic,Unleaded Petrol, Used,3726,7
12706097,2016 Toyota 86 GT ZN6 MY17,29400,Toyota,86,2016,113501,Automatic,Premium Unleaded Petrol, Used,1998,4
12706142,2005 Holden Commodore ONE Tonner VZ,11494,Holden,Commodore,2005,254921,Automatic,Unleaded Petrol, Used,3565,2
12706145,2021 Honda HR-V VTI MY21,33990,Honda,HR-V,2021,19591,Automatic,Unleaded Petrol, Used,1799,5
12706146,2018 Hyundai I30 Active PD,20000,Hyundai,I30,2018,81500,Manual,Unleaded Petrol, Used,1999,5
12706157,2018 Toyota Hilux Workmate TGN121R MY17,36999,Toyota,Hilux,2018,46241,Automatic,Unleaded Petrol, Used,2694,5
12706158,2016 Isuzu D-MAX SX (4X2) TF MY15,23999,Isuzu,D-MAX,2016,107172,Manual,Diesel, Used,2999,2
12706170,2011 Volkswagen Multivan 132 TDI Comfortline T5 MY10,29989,Volkswagen,Multivan,2011,67250,Automatic,Diesel, Used,1968,7
12706212,2020 Honda CR-V VI (2WD) 5 Seats MY21,36490,Honda,CR-V,2020,19127,Automatic,Unleaded Petrol, Used,1997,5
12706245,2019 Land Rover Discovery Sport D150 S (110KW) L550 MY20,67400,Land Rover,Discovery Sport,2019,54259,Automatic,Diesel, Used,1999,5
12706252,2015 Isuzu MU-X LS-U (4X4) UC,39990,Isuzu,MU-X,2015,132357,Automatic,Diesel, Used,2999,7
12706254,2016 Ford Falcon XR8 FG X,65800,Ford,Falcon,2016,23426,Automatic,Unleaded Petrol, Used,4950,5
12706264,2017 Hyundai Kona Active OS,23880,Hyundai,Kona,2017,104998,Automatic,Unleaded Petrol, Used,1999,5
